,Entity,Iteration,Probability,Relation,Value
67,concept:company:computer_associates_international,1115,0.9375,concept:companyceo,concept:ceo:charles_wang
68,concept:website:amazon_com,1114,0.9999850612321186,concept:acquired,concept:company:alexa
69,concept:website:amazon_com,1114,0.9375,concept:acquired,concept:company:imdb
70,concept:website:amazon_com,1114,1.0,concept:acquired,concept:company:audible
71,concept:website:amazon_com,1114,0.998046875,concept:acquired,concept:company:zappos
72,concept:website:amazon_com,1114,0.96875,concept:acquired,concept:company:createspace
73,concept:website:amazon_com,1114,0.9375,concept:companyalsoknownas,concept:company:amazon_com_logo
74,concept:website:amazon_com,1115,0.984375,concept:companyalsoknownas,concept:biotechcompany:sony_corp
75,concept:website:amazon_com,1114,0.9375,concept:companyalsoknownas,concept:retailstore:target_corporation
76,concept:website:amazon_com,1115,1.0,concept:companyceo,concept:personus:jeff_bezos
77,concept:website:amazon_com,1114,0.9375,concept:companyeconomicsector,concept:economicsector:internet
78,concept:website:amazon_com,1114,0.96875,concept:companyeconomicsector,concept:economicsector:consumer
79,concept:website:amazon_com,1114,0.9921875,concept:companyeconomicsector,concept:economicsector:media
80,concept:website:amazon_com,1114,0.96875,concept:companyeconomicsector,concept:economicsector:sales
81,concept:company:yum_brands,1114,0.9999999999336611,concept:acquired,concept:company:kfc
82,concept:company:yum_brands,1114,0.9999999999988635,concept:acquired,concept:restaurant:taco_bell
83,concept:company:cvs_caremark,1115,0.99609375,concept:companyceo,concept:ceo:thomas_m__ryan
84,concept:website:cbs_corporation,1114,0.96875,concept:acquired,concept:blog:wallstrip
85,concept:website:cbs_corporation,1114,1.0,concept:acquired,concept:newspaper:cnet_
86,concept:website:cbs_corporation,1114,0.96875,concept:acquired,concept:mediacompany:cstv
87,concept:website:cbs_corporation,1114,0.9375,concept:acquired,concept:website:tv_com
88,concept:website:cbs_corporation,1114,0.9375,concept:acquired,concept:company:cnet_networks
89,concept:website:cbs_corporation,1115,0.9999907522141465,concept:companyceo,concept:ceo:leslie_moonves
90,concept:website:cbs_corporation,1114,0.9997895425435359,concept:companyeconomicsector,concept:economicsector:media
91,concept:website:cbs_corporation,1114,0.9996999614327973,concept:companyeconomicsector,concept:economicsector:news
92,concept:biotechcompany:nvidia,1108,1.0,concept:acquired,concept:biotechcompany:ageia
93,concept:biotechcompany:nvidia,1114,0.9375,concept:companyalsoknownas,concept:biotechcompany:toshiba
94,concept:biotechcompany:hewlett_packard_co,1115,1.0,concept:acquired,concept:company:compaq
95,concept:biotechcompany:hewlett_packard_co,1115,0.984375,concept:acquired,concept:company:eds
96,concept:biotechcompany:hewlett_packard_co,1114,1.0,concept:companyalsoknownas,concept:company:hp
97,concept:biotechcompany:hewlett_packard_co,1115,1.0,concept:companyceo,concept:person:carly_fiorina
98,concept:biotechcompany:basf,1108,1.0,concept:acquired,concept:company:engelhard
99,concept:biotechcompany:corel_corporation,1105,0.995889563649132,concept:acquired,concept:company:micrografx
100,concept:biotechcompany:corel_corporation,1105,1.0,concept:acquired,concept:company:jasc
101,concept:biotechcompany:corel_corporation,1109,0.9899778679432334,concept:acquired,concept:company:intervideo
102,concept:company:biocon,1115,0.96875,concept:companyceo,concept:ceo:kiran_mazumdar_shaw
103,concept:biotechcompany:novartis,1115,0.96875,concept:acquired,concept:biotechcompany:chiron
104,concept:biotechcompany:novartis,1115,0.99999237109375,concept:companyceo,concept:ceo:daniel_vasella
105,concept:biotechcompany:cisco,1108,0.984375,concept:acquired,concept:company:navini_networks
106,concept:biotechcompany:cisco,1114,0.9998779296875,concept:acquired,concept:company:webex
107,concept:biotechcompany:cisco,1115,0.9921875,concept:acquired,concept:company:airespace
108,concept:biotechcompany:cisco,1115,0.96875,concept:acquired,concept:company:ironport_systems
109,concept:biotechcompany:cisco,1108,1.0,concept:acquired,concept:company:scientific_atlanta
110,concept:biotechcompany:cisco,1114,0.999999992990098,concept:acquired,concept:company:linksys
111,concept:biotechcompany:cisco,1110,1.0,concept:companyalsoknownas,concept:company:csco
112,concept:biotechcompany:cisco,1115,1.0,concept:companyceo,concept:ceo:john_t__chambers
113,concept:company:linksys,1114,0.9999999971104312,concept:companyeconomicsector,concept:economicsector:internet
114,concept:company:chartered_semiconductor,1115,0.9375,concept:companyeconomicsector,concept:economicsector:electronics
115,concept:biotechcompany:daiichi,1115,0.9966693162452139,concept:acquired,concept:biotechcompany:ranbaxy
116,concept:company:general_electric_co_,1114,1.0,concept:companyalsoknownas,concept:company:ge
117,concept:company:napster,1115,0.9375,concept:companyalsoknownas,concept:biotechcompany:sony_corp
118,concept:company:napster,1115,0.96875,concept:companyceo,concept:ceo:shawn_fanning
119,concept:company:verisign,1115,1.0,concept:acquired,concept:company:network_solutions
120,concept:company:centurytel,1114,0.998046875,concept:acquired,concept:company:embarq
121,concept:company:forrester,1115,0.9375,concept:companyalsoknownas,concept:organization:forrester_research
122,concept:biotechcompany:aetna,1114,0.96875,concept:acquired,concept:biotechcompany:medicity
123,concept:biotechcompany:boeing_company,1094,0.96875,concept:companyeconomicsector,concept:economicsector:aerospace
124,concept:company:energysolutions,1103,1.0,concept:companyalsoknownas,concept:company:envirocare_of_utah
125,concept:company:earthlink,1115,0.9375,concept:companyceo,concept:ceo:sky_dayton
126,concept:company:reynolds_american,1115,0.96875,concept:companyceo,concept:ceo:susan_m__ivey
127,concept:biotechcompany:eastman_kodak_company,1115,1.0,concept:companyceo,concept:ceo:antonio_m__perez
128,concept:biotechcompany:harte_hanks,1114,0.9291060668570699,concept:companyeconomicsector,concept:academicfield:marketing
129,concept:biotechcompany:genentech,1114,1.0,concept:companyeconomicsector,concept:economicsector:biotechnology
130,concept:biotechcompany:takeda,1114,0.96875,concept:acquired,concept:biotechcompany:nycomed
131,concept:biotechcompany:takeda,1115,0.9375,concept:acquired,concept:biotechcompany:millennium
132,concept:biotechcompany:salesforce__com,1115,0.9375,concept:acquired,concept:company:rypple
133,concept:biotechcompany:salesforce__com,1115,1.0,concept:companyalsoknownas,concept:company:crm
134,concept:biotechcompany:salesforce__com,1115,0.9999923706054688,concept:companyceo,concept:ceo:marc_benioff
135,concept:biotechcompany:scripps,1114,0.96875,concept:acquired,concept:website:shopzilla
136,concept:retailstore:kohl_s_corp,1114,1.0,concept:companyalsoknownas,concept:biotechcompany:kss
137,concept:company:motorola,1114,0.9999701403563463,concept:acquired,concept:company:symbol_technologies
138,concept:company:motorola,1114,0.9375,concept:acquired,concept:company:netopia
139,concept:company:motorola,1114,0.984375,concept:companyalsoknownas,concept:biotechcompany:motorola_corporation
140,concept:company:motorola,1115,0.9999847412109375,concept:companyalsoknownas,concept:biotechcompany:sony_corp
141,concept:company:motorola,1114,0.9375,concept:companyalsoknownas,concept:company:samsung
142,concept:company:motorola,1114,1.0,concept:companyalsoknownas,concept:transportation:mot
143,concept:company:motorola,1115,1.0,concept:companyceo,concept:ceo:edward_j__zander
144,concept:company:motorola,1114,0.96875,concept:companyeconomicsector,concept:economicsector:electronics
145,concept:company:morgan_stanley,1115,1.0,concept:companyceo,concept:ceo:james_p__gorman
146,concept:company:morgan_stanley,1115,1.0,concept:companyeconomicsector,concept:economicsector:financial_services
147,concept:company:morgan_stanley,1115,0.9999999999674992,concept:companyeconomicsector,concept:economicsector:investment
148,concept:company:bechtel,1115,0.9706502632206354,concept:companyeconomicsector,concept:academicfield:construction
149,concept:biotechcompany:lanier_worldwide,1114,0.9375,concept:companyalsoknownas,concept:company:lanier
150,concept:biotechcompany:alcatel,1114,0.9375,concept:acquired,concept:company:lucent_technologies
151,concept:biotechcompany:alcatel,1114,0.9157267004890209,concept:companyeconomicsector,concept:economicsector:telecommunications
152,concept:company:dhi,1115,1.0,concept:companyalsoknownas,concept:radiostation:d_t
153,concept:company:crm,1115,1.0,concept:companyalsoknownas,concept:biotechcompany:salesforce__com
154,concept:retailstore:target_corporation,1114,0.9375,concept:companyalsoknownas,concept:website:amazon_com
155,concept:retailstore:target_corporation,1115,0.9921875,concept:companyceo,concept:ceo:gregg_steinhafel
156,concept:biotechcompany:xerox,1114,0.9921875,concept:acquired,concept:company:acs
157,concept:biotechcompany:xerox,1114,0.9375,concept:acquired,concept:biotechcompany:global_imaging_systems
158,concept:biotechcompany:xerox,1115,0.9999972462132968,concept:companyceo,concept:ceo:ursula_burns
159,concept:company:ati,1115,0.9999999988664303,concept:companyeconomicsector,concept:economicsector:semiconductors
160,concept:company:cavium_networks,1115,1.0,concept:companyceo,concept:ceo:syed_b__ali
161,concept:company:apc,1114,1.0,concept:companyalsoknownas,concept:company:anadarko_petroleum
162,concept:company:chevron,1115,0.9999465384605583,concept:acquired,concept:company:unocal
163,concept:company:chevron,1115,0.9999847412109375,concept:acquired,concept:company:texaco001
164,concept:company:chevron,1114,0.9375,concept:acquired,concept:company:gulf_air
165,concept:company:chevron,1115,0.9375,concept:companyceo,concept:personafrica:john_watson
166,concept:company:sony_electronics,1115,0.9375,concept:companyalsoknownas,concept:biotechcompany:sony_corp
167,concept:company:thomson001,1115,1.0,concept:companyeconomicsector,concept:economicsector:travel
168,concept:company:thomson001,1115,0.9375,concept:companyeconomicsector,concept:economicsector:media
169,concept:company:japan001,1095,0.9375,concept:companyeconomicsector,concept:economicsector:electronics
170,concept:company:japan001,1096,0.9375,concept:companyeconomicsector,concept:economicsector:automobile
171,concept:company:japan001,1100,0.9375,concept:companyeconomicsector,concept:economicsector:auto
172,concept:biotechcompany:gieco,1109,0.9375,concept:companyeconomicsector,concept:economicsector:insurance
173,concept:company:safeco,1111,0.96875,concept:companyeconomicsector,concept:economicsector:insurance
174,concept:company:orange,1115,0.984375,concept:companyalsoknownas,concept:biotechcompany:sony_corp
175,concept:company:orange,1103,0.9375,concept:companyeconomicsector,concept:economicsector:telecommunications
176,concept:company:overture_services,1115,0.96875,concept:acquired,concept:company:fast
177,concept:company:pentax_corporation,1115,0.984375,concept:companyalsoknownas,concept:company:pentax_brand
178,concept:company:aig_insurance,1115,0.9999763795645715,concept:companyeconomicsector,concept:economicsector:insurance
179,concept:biotechcompany:schlumberger_limited,1114,1.0,concept:companyalsoknownas,concept:company:slb
180,concept:biotechcompany:schlumberger_limited,1115,0.99609375,concept:companyceo,concept:ceo:andrew_gould
181,concept:biotechcompany:centex_corp,1114,1.0,concept:companyalsoknownas,concept:company:ctx
182,concept:biotechcompany:cypress_semiconductor,1115,0.96875,concept:companyceo,concept:ceo:tj_rodgers
183,concept:biotechcompany:nubus,1114,0.9375,concept:companyalsoknownas,concept:biotechcompany:texas_instruments
184,concept:biotechcompany:constellation_energy_group,1115,0.9375,concept:companyceo,concept:ceo:mayo_a__shattuck_iii
185,concept:biotechcompany:constellation_energy_group,1115,0.9375,concept:companyeconomicsector,concept:politicsissue:energy
186,concept:biotechcompany:ati_,1114,1.0,concept:companyeconomicsector,concept:economicsector:semiconductors
187,concept:biotechcompany:boeing_co_,1096,1.0,concept:companyeconomicsector,concept:economicsector:aerospace
188,concept:company:fluor,1114,0.9375,concept:companyeconomicsector,concept:academicfield:engineering
189,concept:biotechcompany:sprint,1114,0.9999989269189343,concept:acquired,concept:company:nextel
190,concept:biotechcompany:sprint,1115,0.9683165504041391,concept:acquired,concept:company:nextel_communications_inc_
191,concept:biotechcompany:sprint,1115,1.0,concept:acquired,concept:company:verizon_communications
192,concept:biotechcompany:sprint,1115,0.9375,concept:companyalsoknownas,concept:company:samsung
193,concept:biotechcompany:sprint,1115,1.0,concept:companyceo,concept:ceo:gary_forsee
194,concept:website:purchase,1094,0.9999999999990905,concept:companyeconomicsector,concept:economicsector:insurance
195,concept:biotechcompany:bae_systems,1114,0.9320919051478029,concept:companyeconomicsector,concept:economicsector:aerospace
196,concept:company:autodesk_inc_,1114,0.9921875,concept:acquired,concept:recordlabel:alias
197,concept:company:autodesk_inc_,1115,0.999999568319179,concept:companyceo,concept:ceo:carol_a__bartz
198,concept:website:nature,1096,0.9375,concept:companyeconomicsector,concept:economicsector:media
199,concept:biotechcompany:radio_frequency_identification,1102,0.9375,concept:companyalsoknownas,concept:biotechcompany:rfid
200,concept:biotechcompany:microsoft,1115,1.0,concept:acquired,concept:company:connectix
201,concept:biotechcompany:microsoft,1115,0.9999999999999858,concept:acquired,concept:company:skype
202,concept:biotechcompany:microsoft,1115,0.9999848440209711,concept:acquired,concept:company:tellme_networks
203,concept:biotechcompany:microsoft,1115,0.998894923626289,concept:acquired,concept:company:softricity
204,concept:biotechcompany:microsoft,1115,0.9977312527540854,concept:acquired,concept:company:aquantive
205,concept:biotechcompany:microsoft,1115,0.9975862202479715,concept:acquired,concept:company:powerset
206,concept:biotechcompany:microsoft,1115,0.99609375,concept:acquired,concept:company:navision
207,concept:biotechcompany:microsoft,1115,0.96875,concept:acquired,concept:company:whale_communications
208,concept:biotechcompany:microsoft,1115,0.9294134144942983,concept:acquired,concept:company:hotmail
209,concept:biotechcompany:microsoft,1115,0.9375,concept:acquired,concept:company:farecast
210,concept:biotechcompany:microsoft,1115,0.9999980926513672,concept:acquired,concept:company:bungie
211,concept:biotechcompany:microsoft,1115,0.9375,concept:acquired,concept:recordlabel:giant
212,concept:biotechcompany:microsoft,1115,1.0,concept:companyalsoknownas,concept:biotechcompany:msft
213,concept:biotechcompany:microsoft,1115,0.984375,concept:companyalsoknownas,concept:company:microsoft_dynamics
214,concept:biotechcompany:microsoft,1115,0.9375,concept:companyalsoknownas,concept:company:apple_computer_inc__windows
215,concept:biotechcompany:microsoft,1115,0.9999997615814209,concept:companyalsoknownas,concept:company:server
216,concept:biotechcompany:microsoft,1115,0.9375,concept:companyalsoknownas,concept:company:readers
217,concept:biotechcompany:microsoft,1115,0.9375,concept:companyalsoknownas,concept:company:call
218,concept:biotechcompany:microsoft,1115,0.9375,concept:companyalsoknownas,concept:website:bing_index
219,concept:biotechcompany:microsoft,1115,0.984375,concept:companyalsoknownas,concept:company:acrobat
220,concept:biotechcompany:microsoft,1115,0.9375,concept:companyalsoknownas,concept:company:pdf_format
221,concept:biotechcompany:microsoft,1115,0.99609375,concept:companyalsoknownas,concept:website:windows_live
222,concept:biotechcompany:microsoft,1115,0.984375,concept:companyceo,concept:ceo:william_gates_iii
223,concept:biotechcompany:microsoft,1115,0.9999961853027344,concept:companyeconomicsector,concept:economicsector:internet
224,concept:biotechcompany:bayer,1115,0.9967968036589712,concept:acquired,concept:company:aventis_cropscience
225,concept:biotechcompany:bayer,1115,1.0,concept:acquired,concept:company:schering_ag
226,concept:biotechcompany:bayer,1115,0.9375,concept:companyalsoknownas,concept:biotechcompany:bayer_corporation
227,concept:biotechcompany:bayer,1115,0.96875,concept:companyceo,concept:ceo:werner_wenning
228,concept:biotechcompany:valero_energy,1115,1.0,concept:companyceo,concept:ceo:william_r__klesse
229,concept:company:netsuite,1115,0.9375,concept:companyceo,concept:ceo:zach_nelson
230,concept:biotechcompany:cit_group,1114,1.0,concept:companyalsoknownas,concept:bank:cit
231,concept:biotechcompany:jnj,1102,1.0,concept:companyalsoknownas,concept:biotechcompany:johnson___johnson
232,concept:biotechcompany:helvetica,1114,0.9375,concept:companyalsoknownas,concept:organization:linotype_ag
233,concept:biotechcompany:ibm,1115,0.9999999995682738,concept:acquired,concept:automobilemaker:lotus
234,concept:biotechcompany:ibm,1115,0.998046875,concept:acquired,concept:company:informix
235,concept:biotechcompany:ibm,1115,0.998046875,concept:acquired,concept:company:telelogic
236,concept:biotechcompany:ibm,1115,0.984375,concept:acquired,concept:company:spss
237,concept:biotechcompany:ibm,1115,0.96875,concept:acquired,concept:company:internet_security_systems
238,concept:biotechcompany:ibm,1115,0.96875,concept:acquired,concept:company:ascential_software
239,concept:biotechcompany:ibm,1115,0.9375,concept:acquired,concept:company:ounce_labs
240,concept:biotechcompany:ibm,1115,0.984375,concept:acquired,concept:company:micromuse
241,concept:biotechcompany:ibm,1115,0.96875,concept:acquired,concept:company:pwc
242,concept:biotechcompany:ibm,1115,0.9974470605478635,concept:acquired,concept:company:lotus_development_corporation
243,concept:biotechcompany:ibm,1115,0.998046875,concept:acquired,concept:company:lombardi
244,concept:biotechcompany:ibm,1115,0.998046875,concept:acquired,concept:company:filenet
245,concept:biotechcompany:ibm,1115,0.99951171875,concept:acquired,concept:company:cognos
246,concept:biotechcompany:ibm,1115,0.9375,concept:acquired,concept:company:solid_information_technology
247,concept:biotechcompany:ibm,1115,0.9921875,concept:acquired,concept:company:rational_software
248,concept:biotechcompany:ibm,1115,1.0,concept:companyalsoknownas,concept:biotechcompany:international_business_machines_corp
249,concept:biotechcompany:ibm,1115,0.9990234375,concept:companyalsoknownas,concept:biotechcompany:sony_corp
250,concept:biotechcompany:ibm,1115,1.0,concept:companyalsoknownas,concept:company:ford
251,concept:biotechcompany:ibm,1115,1.0,concept:companyceo,concept:ceo:samuel_j__palmisano
252,concept:biotechcompany:ibm,1115,0.96875,concept:companyeconomicsector,concept:academicfield:marketing
253,concept:biotechcompany:ibm,1115,1.0,concept:companyeconomicsector,concept:economicsector:consulting
254,concept:company:sanyo_electric,1115,0.9375,concept:companyalsoknownas,concept:biotechcompany:sony_corp
255,concept:biotechcompany:unisys,1114,0.9563766205992488,concept:companyeconomicsector,concept:academicfield:information_technology
256,concept:biotechcompany:elan,1114,0.9375,concept:companyalsoknownas,concept:company:elan_home_systems___llc
257,concept:company:fortune_brands,1107,1.0,concept:companyalsoknownas,concept:radiostation:fo
258,concept:biotechcompany:n3m,1115,1.0,concept:companyceo,concept:ceo:george_w__buckley
259,concept:biotechcompany:american_international_group,1114,1.0,concept:companyalsoknownas,concept:company:aig
260,concept:biotechcompany:american_international_group,1107,0.9372876701988629,concept:companyeconomicsector,concept:economicsector:insurance
261,concept:company:fast,1095,0.9999438365588157,concept:companyeconomicsector,concept:economicsector:insurance
262,concept:company:merrill_lynch,1115,0.9999863606694049,concept:companyceo,concept:ceo:stan_o_neal
263,concept:company:at_t,1114,0.96875,concept:acquired,concept:company:bell_south
264,concept:company:at_t,1114,0.96875,concept:acquired,concept:company:ncr_corporation
265,concept:company:at_t,1115,0.9375,concept:acquired,concept:company:t_mobile_usa
266,concept:company:at_t,1114,0.9375,concept:companyalsoknownas,concept:company:notes_unix
267,concept:company:at_t,1115,0.9375,concept:companyalsoknownas,concept:company:lg_electronics_inc
268,concept:company:at_t,1115,0.99609375,concept:companyceo,concept:ceo:randall_l__stephenson
269,concept:biotechcompany:kss,1114,1.0,concept:companyalsoknownas,concept:retailstore:kohl_s_corp
270,concept:company:metlife,1115,0.9986743679403416,concept:companyeconomicsector,concept:economicsector:insurance
271,concept:biotechcompany:waters_corporation,1102,0.9375,concept:companyalsoknownas,concept:company:waters
272,concept:company:united_parcel_service,1115,1.0,concept:companyceo,concept:ceo:d__scott_davis
273,concept:company:philips_electronics,1115,0.9990234375,concept:companyalsoknownas,concept:biotechcompany:sony_corp
274,concept:company:philips_electronics,1115,0.9375,concept:companyalsoknownas,concept:biotechcompany:toshiba
275,concept:company:philips_electronics,1115,0.9375,concept:companyalsoknownas,concept:company:jvc
276,concept:company:philips_electronics,1115,0.984375,concept:companyalsoknownas,concept:company:samsung
277,concept:company:philips_electronics,1115,0.9375,concept:companyalsoknownas,concept:company:lg_electronics_inc
278,concept:company:philips_electronics,1115,0.9375,concept:companyalsoknownas,concept:company:lucent_technologies
279,concept:biotechcompany:bayer_corporation,1115,0.9375,concept:companyalsoknownas,concept:biotechcompany:bayer
280,concept:company:rockwell_international,1115,0.9999999906626013,concept:companyeconomicsector,concept:economicsector:aerospace
281,concept:company:ibm_global_services,1114,1.0,concept:companyeconomicsector,concept:economicsector:consulting
282,concept:biotechcompany:siemens,1115,0.984375,concept:companyceo,concept:ceo:peter_l_scher
283,concept:biotechcompany:pnc,1114,0.999911212103483,concept:acquired,concept:company:national_city
284,concept:biotechcompany:pnc,1115,0.9375,concept:companyceo,concept:ceo:james_e__rohr
285,concept:biotechcompany:ebay_com,1114,1.0,concept:companyalsoknownas,concept:biotechcompany:ebay
286,concept:biotechcompany:schneider_electric,1112,0.96875,concept:acquired,concept:company:pelco
287,concept:biotechcompany:amr,1115,1.0,concept:companyceo,concept:ceo:gerard_arpey
288,concept:company:assurant,1114,0.9306970781751958,concept:companyeconomicsector,concept:economicsector:insurance
289,concept:biotechcompany:boeing,1114,0.9993829054078791,concept:acquired,concept:biotechcompany:insitu
290,concept:biotechcompany:boeing,1114,0.9959529806111588,concept:acquired,concept:company:mcdonnell_douglas
291,concept:biotechcompany:boeing,1114,1.0,concept:companyalsoknownas,concept:company:ba
292,concept:biotechcompany:boeing,1115,1.0,concept:companyceo,concept:ceo:phil_condit
293,concept:biotechcompany:boeing,1114,0.9944101662921055,concept:companyeconomicsector,concept:economicsector:aerospace
294,concept:biotechcompany:rfid,1102,0.9375,concept:companyalsoknownas,concept:biotechcompany:radio_frequency_identification
295,concept:company:verizon_communications,1115,1.0,concept:acquired,concept:company:cloudswitch
296,concept:company:verizon_communications,1115,0.9999999997294077,concept:acquired,concept:company:alltel
297,concept:company:verizon_communications,1115,0.9996829963406124,concept:acquired,concept:company:gte
298,concept:company:verizon_communications,1115,0.9375,concept:acquired,concept:biotechcompany:terremark_worldwide
299,concept:company:verizon_communications,1115,1.0,concept:acquired,concept:company:mci
300,concept:company:verizon_communications,1115,0.9375,concept:acquired,concept:stadiumoreventvenue:u_s__cellular_field
301,concept:company:verizon_communications,1115,1.0,concept:companyceo,concept:ceo:lowell_mcadam
302,concept:company:verizon_communications,1115,1.0,concept:companyeconomicsector,concept:economicsector:telecommunications
303,concept:biotechcompany:walgreen_co,1115,1.0,concept:companyceo,concept:ceo:gregory_wasson
